"Term","Participant.Code","Question_number","Question_text","Pre","Post"
"2023_1",14,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",1,2
"2023_1",14,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",3,4
"2023_1",14,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",3,4
"2023_1",14,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",2,2
"2023_1",14,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",2,3
"2023_1",14,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",2,2
"2023_1",14,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",4,4
"2023_1",14,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",4,4
"2023_1",14,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",4,4
"2023_1",14,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",4,4
"2023_1",14,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",3,5
"2023_1",14,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",3,4
"2023_1",14,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",3,3
"2024_1",20,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",2,3
"2024_1",20,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",2,2
"2024_1",20,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",3,4
"2024_1",20,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",3,4
"2024_1",20,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",3,3
"2024_1",20,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",1,3
"2024_1",20,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",1,3
"2024_1",20,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",2,3
"2024_1",20,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",2,4
"2024_1",20,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",1,3
"2024_1",20,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",3,4
"2024_1",20,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",3,4
"2024_1",20,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",3,4
"2024_1",20,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",2,4
"2024_1",20,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",2,4
"2024_1",20,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",4,4
"2024_1",20,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",3,4
"2024_1",20,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",5,5
"2024_1",20,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",5,4
"2024_1",20,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",4,5
"2024_1",20,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",3,3
"2024_1",20,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",3,4
"2024_1",1,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",4,3
"2024_1",1,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",4,3
"2024_1",1,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",4,3
"2024_1",1,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",3,3
"2024_1",1,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",4,4
"2024_1",1,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",4,3
"2024_1",1,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",3,3
"2024_1",1,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",4,3
"2024_1",1,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",4,4
"2024_1",1,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",4,4
"2024_1",1,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",3,4
"2024_1",1,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",4,4
"2024_1",1,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",3,4
"2024_1",1,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",3,4
"2024_1",1,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",3,4
"2024_1",1,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",4,5
"2024_1",1,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",4,4
"2024_1",1,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",4,5
"2024_1",1,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",4,5
"2024_1",1,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",4,4
"2024_1",1,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",4,5
"2024_1",1,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",4,5
"2024_1",21,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",2,2
"2024_1",21,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",2,2
"2024_1",21,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",2,2
"2024_1",21,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",2,2
"2024_1",21,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",2,2
"2024_1",21,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",2,2
"2024_1",21,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",1,2
"2024_1",21,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",2,2
"2024_1",21,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",1,3
"2024_1",21,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",1,2
"2024_1",21,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",3,3
"2024_1",21,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",3,3
"2024_1",21,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",2,3
"2024_1",21,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",2,2
"2024_1",21,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",1,1
"2024_1",21,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",3,4
"2024_1",21,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",2,4
"2024_1",21,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",4,4
"2024_1",21,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",4,4
"2024_1",21,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",4,4
"2024_1",21,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",4,4
"2024_1",21,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",2,4
"2024_1",22,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",4,4
"2024_1",22,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",4,4
"2024_1",22,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",4,4
"2024_1",22,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",4,4
"2024_1",22,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",4,4
"2024_1",22,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",4,4
"2024_1",22,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",4,4
"2024_1",22,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",4,4
"2024_1",22,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",4,4
"2024_1",22,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",3,4
"2024_1",22,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",4,4
"2024_1",22,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",4,4
"2024_1",22,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",4,4
"2024_1",22,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",4,4
"2024_1",22,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",4,4
"2024_1",22,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",5,5
"2024_1",22,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",5,5
"2024_1",22,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",5,5
"2024_1",22,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",5,5
"2024_1",22,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",5,5
"2024_1",22,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",5,5
"2024_1",22,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",5,5
"2024_1",23,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",2,5
"2024_1",23,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",2,5
"2024_1",23,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",4,5
"2024_1",23,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",3,5
"2024_1",23,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",5,5
"2024_1",23,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",2,5
"2024_1",23,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",1,5
"2024_1",23,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",3,4
"2024_1",23,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",4,5
"2024_1",23,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",2,4
"2024_1",23,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",5,4
"2024_1",23,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",5,5
"2024_1",23,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",1,4
"2024_1",23,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",3,4
"2024_1",23,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",1,4
"2024_1",23,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",5,4
"2024_1",23,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",3,5
"2024_1",23,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",4,5
"2024_1",23,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",4,4
"2024_1",23,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",4,5
"2024_1",23,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",5,5
"2024_1",23,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",3,4
"2024_1",24,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",3,4
"2024_1",24,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",1,2
"2024_1",24,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",5,3
"2024_1",24,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",5,3
"2024_1",24,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",5,4
"2024_1",24,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",5,4
"2024_1",24,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",1,3
"2024_1",24,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",5,4
"2024_1",24,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",3,3
"2024_1",24,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",2,3
"2024_1",24,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",5,2
"2024_1",24,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",4,2
"2024_1",24,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",2,2
"2024_1",24,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",2,3
"2024_1",24,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",1,2
"2024_1",24,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",NA,5
"2024_1",24,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",NA,4
"2024_1",24,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",NA,5
"2024_1",24,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",NA,5
"2024_1",24,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",NA,4
"2024_1",24,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",NA,2
"2024_1",24,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",NA,2
"2024_1",25,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",3,NA
"2024_1",25,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",2,2
"2024_1",25,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",3,4
"2024_1",25,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",4,3
"2024_1",25,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",3,4
"2024_1",25,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",3,3
"2024_1",25,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",3,3
"2024_1",25,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",2,3
"2024_1",25,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",3,3
"2024_1",25,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",3,3
"2024_1",25,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",4,4
"2024_1",25,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",3,4
"2024_1",25,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",1,2
"2024_1",25,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",2,2
"2024_1",25,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",1,2
"2024_1",25,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",4,5
"2024_1",25,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",3,4
"2024_1",25,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",4,5
"2024_1",25,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",4,4
"2024_1",25,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",4,5
"2024_1",25,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",4,4
"2024_1",25,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",2,3
"2024_1",7,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",4,3
"2024_1",7,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",3,3
"2024_1",7,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",3,3
"2024_1",7,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",3,4
"2024_1",7,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",4,5
"2024_1",7,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",4,4
"2024_1",7,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",4,4
"2024_1",7,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",3,4
"2024_1",7,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",3,3
"2024_1",7,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",2,3
"2024_1",7,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",4,3
"2024_1",7,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",3,3
"2024_1",7,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",3,3
"2024_1",7,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",3,3
"2024_1",7,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",3,3
"2024_1",7,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",4,4
"2024_1",7,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",4,4
"2024_1",7,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",4,5
"2024_1",7,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",5,5
"2024_1",7,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",5,5
"2024_1",7,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",4,4
"2024_1",7,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",4,4
"2024_1",26,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",3,3
"2024_1",26,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",3,4
"2024_1",26,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",3,4
"2024_1",26,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",3,4
"2024_1",26,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",3,4
"2024_1",26,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",3,4
"2024_1",26,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",3,4
"2024_1",26,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",3,4
"2024_1",26,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",3,4
"2024_1",26,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",3,4
"2024_1",26,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",3,4
"2024_1",26,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",4,4
"2024_1",26,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",3,4
"2024_1",26,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",2,4
"2024_1",26,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",2,4
"2024_1",26,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",3,4
"2024_1",26,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",3,4
"2024_1",26,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",4,4
"2024_1",26,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",4,4
"2024_1",26,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",3,4
"2024_1",26,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",4,4
"2024_1",26,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",3,4
"2024_1",9,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",4,4
"2024_1",9,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",3,4
"2024_1",9,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",4,4
"2024_1",9,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",4,4
"2024_1",9,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",3,4
"2024_1",9,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",4,4
"2024_1",9,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",4,4
"2024_1",9,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",3,4
"2024_1",9,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",3,4
"2024_1",9,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",3,4
"2024_1",9,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",3,4
"2024_1",9,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",4,4
"2024_1",9,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",3,4
"2024_1",9,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",3,4
"2024_1",9,"Q15_3","How.much.do.you.know.about.the.following....How.to.do.formative.assessment.in.data.science.instruction.",3,4
"2024_1",9,"Q16_1","How.competent.do.you.feel.in.relation.to.the.following....Providing.constructive.feedback.to.students.",4,5
"2024_1",9,"Q16_2","How.competent.do.you.feel.in.relation.to.the.following....Effectively.motivating.students.",4,4
"2024_1",9,"Q16_3","How.competent.do.you.feel.in.relation.to.the.following....Creating.a.positive.learning.environment.",4,5
"2024_1",9,"Q16_4","How.competent.do.you.feel.in.relation.to.the.following....Creating.an.inclusive.learning.environment.",4,4
"2024_1",9,"Q16_5","How.competent.do.you.feel.in.relation.to.the.following....Defining.learning.objectives.",4,4
"2024_1",9,"Q16_6","How.competent.do.you.feel.in.relation.to.the.following....Creating.active.learning.assignments.or.activities.that.are.effective.",4,5
"2024_1",9,"Q16_7","How.competent.do.you.feel.in.relation.to.the.following....Creating.formative.assessments.",4,4
"2024_1",27,"Q09","How.knowledgeable.are.you.regarding.best.pedagogical.practices.",2,2
"2024_1",27,"Q10_1","How.much.do.you.know.about.the.following....The.role.memory.plays.in.shaping.if.and.how.students.learn.",2,4
"2024_1",27,"Q10_2","How.much.do.you.know.about.the.following....The.role.of.practice.in.skills.development.",3,4
"2024_1",27,"Q10_3","How.much.do.you.know.about.the.following....The.role.of.feedback.in.skills.development",3,4
"2024_1",27,"Q11_1","How.much.do.you.know.about.the.following....Equity..inclusion..and.accessibility.as.it.relates.to.teaching.and.learning.",3,3
"2024_1",27,"Q12_1","How.much.do.you.know.about.the.following....Motivation.and.the.role.it.plays.in.learning.",3,3
"2024_1",27,"Q12_2","How.much.do.you.know.about.the.following....Demotivation.and.the.role.it.plays.in.learning",2,3
"2024_1",27,"Q12_3","How.much.do.you.know.about.the.following....How.to.motivate.students.",4,3
"2024_1",27,"Q13_1","How.much.do.you.know.about.the.following....Instructional.design.practices.",3,2
"2024_1",27,"Q13_2","How.much.do.you.know.about.the.following....Reverse.instructional.design.as.a.specific.form.of.instructional.design.",2,2
"2024_1",27,"Q14_1","How.much.do.you.know.about.the.following....Defining.strong.and.effective.learning.objectives.",2,3
"2024_1",27,"Q14_2","How.much.do.you.know.about.the.following....Creating.active.learning.assignments.or.opportunities.",3,3
"2024_1",27,"Q15_1","How.much.do.you.know.about.the.following....The.difference.between.formative.and.summative.assessments.",2,3
"2024_1",27,"Q15_2","How.much.do.you.know.about.the.following....How.to.design.and.assessments.to.understand.student.learning.",2,2
